VideoID,Comments,Labels
kyaALHVnEW8,europe..needs 2 at least match the us in our givings!!!!,CNN
kyaALHVnEW8,"""We cant bring a country into NATO that's at war"". That isnt a thing and isnt  true.",CNN
kyaALHVnEW8,I don't know why Nato is so invested in helping Ukraine. They are only freaking out because they thought they only they had the right to military intervention.,CNN
kyaALHVnEW8,"We send too little, too late.",CNN
kyaALHVnEW8,Not starting the F16 capability last year so it would be there now was critical.  Indeed holding back of Abrams and ATACMs an issue.  We have trickled capability which has been very good but at some point we need to go all in here.,CNN
kyaALHVnEW8,Letting a global bully take what they want only delays the inevitable.,CNN
kyaALHVnEW8,America going fascist with Russia.,CNN
kyaALHVnEW8,If you cant get through the mine fields Abrams tanks are USELESS,CNN
kyaALHVnEW8,Bahahahahahaha,CNN
kyaALHVnEW8,Not surprising since the allies took their sweet time getting supplies and weapons while Russia was quietly preparing for it,CNN
kyaALHVnEW8,They must have never heard of 🇻🇳.  #No Shame,CNN
kyaALHVnEW8,"Well, it looks like Putin and Russian aggression will win the eastern Ukraine area. It sucks to say, but Putin defeated the US.",CNN
kyaALHVnEW8,Counteroffensive was for the internet 🇷🇺💯👌,CNN
kyaALHVnEW8,Great.Thanks,CNN
kyaALHVnEW8,From the situation on the ground I would say its would have been better if Nato never supported Ukraine. At least that way muchless meaningless death would happen and NATO wouldn't seen as feeble as it is now.,CNN
kyaALHVnEW8,it's funny that the US has opposed Russia in every sense and possible way since WW2 but never has faced the Russian face to face nor any western. Now we have a sovereign country being attacked by this Conquers Russian government and Putin and the west is giving the Ukrainians leftovers pretending for them to win this war even without planes for God Sake . Ukrainians have shown to be Brave and committed to fight for their Freedom and homeland. Give them what they need to win this war and give a real lessons to the Russian to show them they just can't invade a free country just because the want so . SLAVA Ukraine,CNN
kyaALHVnEW8,Once again the fucking F-16s need to be sent. And he is totally and unequivocally right that we need to support Ukraine for the duration no matter how long it lasts.,CNN
kyaALHVnEW8,🙏🙏🙏Ukraine doing well for more than a year almost 550 days of War😢😢😢😢not easy them if we dont help❤❤❤🙏🙏🙏,CNN
kyaALHVnEW8,Shameful the world having NATO war funders,CNN
kyaALHVnEW8,So Russia has won ohk then lets move on any other news,CNN
kyaALHVnEW8,"It’s war. “Sobering” should be used as Hitler— I mean, Putin invaded Ukraine. That’s when we sobered, Russian’s aside.",CNN
kyaALHVnEW8,Hunter smokes crack on tv,CNN
kyaALHVnEW8,The Biden administration must stop pussy footing around and supply Ukraine with F16 jets and long range precision missiles. The UK and France have supplied storm shadow long range missiles so why not the US and others. 🇺🇦💪✊,CNN
kyaALHVnEW8,Any armaments you send to Ukraine will be matched immediately by the Russian’s and destroyed. Is that not evident yet?,CNN
kyaALHVnEW8,The west lost this war before it started. Everyone knew it. Mainstream news narrative!,CNN
kyaALHVnEW8,"I do fear a false flag. The US government has so little credibility that it can no longer ask its citizens to fight in foreign wars. This affects Ukraine, but it also affects the Taiwan situation. I fear that something 10x worse than 9/11 is being planned to lie Americans into yet another war.",CNN
kyaALHVnEW8,"Americans are somewhat feeble-minded, they take a long time to digest information. we will wait until you print so many dollars to support Ukraine that its exchange rate will collapse. It's not long to wait, the process has already accelerated.😄",CNN
kyaALHVnEW8,"F16s, in numbers, will help. But the west will wait until its too late. And say: oh gosh, its too late now.",CNN
kyaALHVnEW8,Help the homeless in US not Ukraine 😂,CNN
kyaALHVnEW8,"Joe Biden, ""My LLC's sell Biden family videos.  They sell like hot cakes, such as 'The Best of Joe Biden gaffes!', 'Hookers and Crack!', and my favorite 'Touch-N-Sniff!' """,CNN
kyaALHVnEW8,Tired of my tax $$ going to and incompetent army and America has no business being there just like Iraq,CNN
kyaALHVnEW8,"Where are all the ""slava ukraini"" people?? Were they Americans 😂",CNN
kyaALHVnEW8,The CNN POLL accuracy is questionable and seems suspiciously Republican-biased.,CNN
kyaALHVnEW8,Does anyone in this country put themselves in Russia position?  We act like this is some good guy bad guy movie! Look what happened to Russia in WW2. This is a fight for their survival,CNN
kyaALHVnEW8,I never supported this ridiculous war. All of you who were gung-ho have blood on your hands.   The poor young men of Ukraine have been lead to slaughter.,CNN
kyaALHVnEW8,Theyre trying to win by faking news and reality sooner or later you run out of fighters,CNN
kyaALHVnEW8,"Meanwhile zelensky still refuses peace talks, the money would stop flowing, tramsfere of wealth",CNN
kyaALHVnEW8,If any of you think Biden isn't getting his 10% from this war? You can't be helped.,CNN
kyaALHVnEW8,I totally support the Ukraine to fight until they bleed their last man power dry. After all its what uou get for being a puppet state.,CNN
kyaALHVnEW8,They must defend themself by attacing,CNN
kyaALHVnEW8,American Citizens DO NOT approve of Joe Biden’s War in Ukraine.,CNN
kyaALHVnEW8,"Please stop sending our tax dollars to ukraine, it’s a black hole!!",CNN
kyaALHVnEW8,"Congratulations to Russia for fighting a war against a corrupt puppet propped up by the rest of the world. 
And congratulations to the Democrats for finally getting their global conflict they assured us the last president would cause. What’s 7 years of delay?",CNN
kyaALHVnEW8,"PLA should form a military alliance with Mexico and put 500,000 soldiers and hardware on the southern US border just to make a point about the US loading up arms ans troops on Russia's border",CNN
kyaALHVnEW8,"Ukraine will not win. Im not a fan of Russia, but face reality. Abrham tanks only mean Russia will bring in super-tanks. Russia, Putin is in it to win it. Stop sending American Dollars to a war that cannot be won by Ukraine. Enough!",CNN
kyaALHVnEW8,Maybe Ukraine must be reduced to rubble so that the west and nato can understand that Russia's security interest will not be violated without fatal consequences,CNN
kyaALHVnEW8,"The key fact is that the Ukrainians are eroding the fighting capacity and logistics of the russians. Useful prep work.
The west needs to provide the right types of weapons.

Polls are very misleading, so stop being negative....",CNN
kyaALHVnEW8,This is now Joe Biden’s War in Ukraine. He is responsible for the death and destruction there. This war would have ended a long time ago had it not been for his wasting of the American Tax Dollars and military equipment over there.,CNN
kyaALHVnEW8,Let me get out my tiny violin. Fight your own battles .,CNN
kyaALHVnEW8,"Don’t worry, the Russians are out of ammo..😂",CNN
kyaALHVnEW8,"Those politicians and people supporting the idea, to stop giving military aid to Ukraine after saying 'supporting till needed', need to think this trough, especially focusing the idea, that giving territories to Russia. Well, then it would be an ask for a dance for all the rest of f***heads whom want to conquer. For example China has keeping is eye on Taiwan... Well, if Russia slacks away with occupation of Ukraine, then Xi will think, now it's excellent time to visit Taiwan. 
More food for thoughts, who says that Putin will stop on those territories already conquered? Few months and will try again and again... He needs to be stopped, Ukraine needs all the help, ASAP, otherwise we will find ourselves in a way worst situation...",CNN
kyaALHVnEW8,Update!!!!!!!   Here’s more stolen American tax money!!!!!!!!!!!!!!!,CNN
kyaALHVnEW8,"I will vote this election season for freedom, not tyrannical appeasement.",CNN
kyaALHVnEW8,What happened to those German Leopard tanks that were going to win the war?,CNN
kyaALHVnEW8,is CNN hinting at the truth?? i almost chocked when i watched this video - did not expect this from CNN.,CNN
kyaALHVnEW8,"It's always harder to go on an offensive.  As long as they are making gains, I don't think we should be too critical of the Ukrainians.",CNN
kyaALHVnEW8,"""The goal is to wash money out of the tax bases of the US and Europe and back into the hands of a transnational security elite. The goal is an endless war, not a successful war."" - Julian Assange",CNN
kyaALHVnEW8,Tax dollars of Black Americans going to the Ukraine while we get kicked to the curb!! Where's our reparations 👀💯💯💯💯💯💯💯💯💯💯💯💯,CNN
kyaALHVnEW8,The counter offensive is dead,CNN
kyaALHVnEW8,McGregor was right all along.  This is a suicide mission.,CNN
kyaALHVnEW8,"Make peace, Ukraine’s counter offensive has already failed 2 months ago.",CNN
kyaALHVnEW8,Support Russia,CNN
kyaALHVnEW8,"Well, the US isn't no longer getting as good a return on their investment now that the quick gains have been accomplished. If Ukraine still can't produce results by the end of this campaigning season, might wanna cut back on providing big ticket items and instead only continue with ammo and supplies. Ukraine better come up with some crazy good ideas soon",CNN
kyaALHVnEW8,If trump wins 2024 and continues sending weapons to  Ukraine MSM would be against it,CNN
kyaALHVnEW8,"US urgently needs to provide 20X more modern weaponry to Ukraine ASAP. Forget about British & German inferior & full of 💩💩💩💩 weapons. Russian with a little help from their friends (China, N Korea & Iran) have supremely fabulous weapons. US need to protect the European against God knows what!",CNN
kyaALHVnEW8,NATO(Ukraine ) could not and has no hope of pushing back Russia from Ukraine's territory.  So its better for Ukraine to decide its very existence. A complete disintegration of Ukraine seemed to be imminent.,CNN
kyaALHVnEW8,"We support Ukriane , but when we can't be the biggest donations when its an European  war and they haven't done enough",CNN
kyaALHVnEW8,"So, it seems that it is finally dawning on the military ""geniuses"" in the U.S. and Europe that a 3rd rate military power would have trouble beating a superpower. But, they still haven't gotten to the point that the superpower is going to win the war and take over the other country. Instead, there is going to be a permanent ""stalemate"" because the superpower is going to just sit there and not take advantage of the obvious weakness of the other country. What next? Pigs can fly.",CNN
kyaALHVnEW8,"If the Europeans could just stop being babies -- or stop identifying as hothouse flowers -- for the next few years, they COULD supply Ukraine with what it needs -- even if the US cut its aid to Ukraine dramatically. It's all a question of will. If the Europeans were willing to make non-trivial sacrifices, they could make up the difference were the US to reduce its support for Ukraine. As long as the Europeans were willing to spend enough money and/or tolerate a few temporary chinks in their own defense posture, they could find ways to get Ukraine what it needs. The current position of the Europeans seems to boil down to something like the following: ""Given that we are unwilling to make any temporary sacrifice in the quality of our easy lives, and given that we're unwilling to accept even a very small risk of soon ending up in war somewhat short on arms, we cannot make up the difference if the US reduces its aid to Ukraine."" But if Europe abandoned those givens, then Europe could make up the difference. To persevere through WWI, Germany endured several years of extreme hunger resulting in more than 400,000 civilian deaths from starvation. If the Germans could endure that starvation, they can endure, for example, a temporary cut in their paid vacation time from the standard four weeks to two weeks -- and then devote the funds that would've paid for two weeks vacation and use it to aid Ukraine. After all, in the US two weeks paid vacation is considered good -- and many Americans get only unpaid vacation.",CNN
kyaALHVnEW8,"Nuke Moscow, problem solved.",CNN
kyaALHVnEW8,"Your leaders wasted $150 billion on a corrupt far right fascist regime in Ukraine. Russia is clearly winning, and their economy is growing.

It’s time to vote out everyone that voted for ANOTHER dirty war.",CNN
kyaALHVnEW8,"Really the questions Americans should be asking is ""will pulling back on supporting the Ukraine effort make it more or less likely for a direct conflict with Russia near Alaska?""",CNN
kyaALHVnEW8,End this stupid war.,CNN
kyaALHVnEW8,"The left needs education. They can keep their fake virtue singling closet racism, but they need to differ to the right in times like this. After, they can return to their subjective reality. Brief history lesson on CNN: the network got its start covering the gulf war behind enemy lines, brought insightful and and honest coverage. Sadly, this no longer exists. Instead of discouraging war they’ve become war monger’s. The world now looks at the left synonymous with pushing a proxy war. Also, if you think only 55% of Americans disapprove of another package, you are mistaken. It is much higher. This is the most dishonest coverage I think I have seen anywhere in the world. Please if you are solely getting your Russian/Ukrainian news here I implore you to look elsewhere. And I don’t mean Fox News. Do your viewers truly believe you? Your overt propaganda? The world coverage is much different. Reporting out of Eastern Europe for months has been stark! CNN also won’t tell you Ukrainian officials have been executing dissenters while Putin  routinely calls for summits to discuss peaceful resolutions. A meeting that zelenskyy and the US deny. Why? The Ukrainian people are being genocide and the left supports this, what is going on? Every sitting president since Clinton has had the understanding that Ukraine nor Georgia will ever join NATO on Russias doorstep. Joe Biden as Obamas V.P. was tasked to handle Russia. He implored Obama to intervene with the 2014 skirmish. Thank God Obama not only refused but took Biden off of any oversight for such a demented dream that we live now. If you support Ukraine joining NATO you support this war. If you support this war you effectively support this genocide. How has the left come this far?",CNN
kyaALHVnEW8,If their counteroffensive works then the defense contractors won’t make as much money. That’s the real reason.,CNN
kyaALHVnEW8,"I already thought when those modern tanks were promised the whole cheering was a bit too much. A russian artillery shell or kornet ATGM take out Leopard 2's just as easily as a T72. I would rather have a shitload of older tanks that still got a good enough gun to destroy defensive lines. A stabilized canon barely helps when there is no direct tank to tank combat, and they get blown up by a mine as well. The whole debate we had about the modern tanks should have been about F16 instead. Just get the damn long range missiles and modern airplanes, and work on disrupting the logistical network in the south for a year and then try again next year. This is our fault, we didnt supply them what they needed.",CNN
kyaALHVnEW8,"Lack of patience in western countries,this is Putin counts on.Running out the evil empire is not a task for a sprinter, but for a marathon-runner. We must have a long breath.",CNN
kyaALHVnEW8,NATO will support Ukraine until the last Ukranian,CNN
kyaALHVnEW8,We dont want this proxy war!,CNN
kyaALHVnEW8,"Ukraine would never have lost half of the lives they have lost, if the had air Superiority. Many more Russians would have died not got wounded.
Ukraine will win this war, but will come at a very high price. Russia will pay in many more ways than monetary. I will like be a Millennium before the possibility of Ukraine if ever have diplomatic relations again. The hate goes this deep. I can't say I would either.",CNN
kyaALHVnEW8,"LoL, cnn is breaking the truth to it's viewers.
Shock dismay, "" Ukraine loses "".",CNN
kyaALHVnEW8,They've been baby feeding the Ukrainians ammo and supplies. Do they want them all to Die... step it up and keep it up?,CNN
kyaALHVnEW8,bad outlook. maybe negotiate at the table? nah too much free money. let it burn while Z gets his pockets filled.,CNN
kyaALHVnEW8,World calls on Niger to take over mining company from colonization exploitation,CNN
kyaALHVnEW8,Lightly defended territory was taken back.,CNN
kyaALHVnEW8,"On any given day Ukraine can not win a war against Russia. Russia is fighting Nato in a proxy war, its nato tanks, nato bullets, nato training, nato aircrafts, nato intel, nato funding etc",CNN
kyaALHVnEW8,US needs to provide air support over Ukraine by warning Russia to leave and saying the bombs will be falling. . dare them to f around and find out. . back up the threat with a huge gathering of air forces. . and bomb the land currently occupied by Russians that is internationally recognized as Ukraine.,CNN
kyaALHVnEW8,Biden and USA lost. You lost a lot of money here. A lot.,CNN
kyaALHVnEW8,"We are just throwing away BILLIOS of dollars and the loves of some 80,000 Ukrainians for NOTHING! The US and the rest of the need to fund and WIN this thing now. Time and politics are on Plutons side and I think he will likely win. Other countries are going to LEARN from this, we world must make sure they learn the right lesson or it going to cost us all MUCH more.",CNN
kyaALHVnEW8,"What a surprise, Ukraine can't do it...Unless, of course, America sends over another $500 billion.",CNN
kyaALHVnEW8,When your commander in chief is an actor...,CNN
kyaALHVnEW8,It has already been published that a Russian missile destroyed high-ranking Ukrainian militarys. Shells of inept Ukrainian air defense fall into residential buildings.,CNN
kyaALHVnEW8,Enough with the bitching these people are sacrificing their blood and guts put a lid on it,CNN
kyaALHVnEW8,Finally a little truth!,CNN
kyaALHVnEW8,Poopy Harlow 😂.    Go Putin.,CNN
kyaALHVnEW8,The way Ukraine is fighting is not going to work. It’s a waste of time and money in my opinion.,CNN
kyaALHVnEW8,Whatever they just said x100. That's what's really going on.,CNN
kyaALHVnEW8,"Russia , or Soviet Army day   is the best at defensive Warfare. Nothing is new.",CNN
kyaALHVnEW8,"Wow. Alternate channels have been telling the truth about Ukraine for the past year as opposed to propaganda on CNN and mainstream news, but CNN today has a guest on who is telling the truth now. Congrats CNN! Turn over a new leaf!",CNN
kyaALHVnEW8,"If we know this is Russias Plan. And we know Ukraine needs 400 Tanks. Then well. How about You stop Whining about it and get Working. 
Because this War will keep going until Ukraine is either Defeated and Annexed by Russia. Or has Retaken the Territories that Russia is Occupying. 
Ukraine will never Stop the War before that because its a Death Sentence for them. 
And Russia will at best stop the War Temporarily because there would be massive Insurgencies and constant Conflict as long as Ukraine Remains there.",CNN
kyaALHVnEW8,"We have a very short attention span in the US. If something isn't wrapped up in 20 minutes or so, like our favorite sitcoms, we lose interest. If the poll had asked, ""Do you support more aid for Ukraine so that Americans don't have to die defending Poland and the other countries that are Putin's next target?"", the results would have been very different.",CNN
kyaALHVnEW8,Lmao go Russia.,CNN
kyaALHVnEW8,"The allies in WW2 with huge numbers and, importantly, air support struggled to wrest much French territory from rhe Nazis in 45 days. 
This counter offensive needs air support. End of. 
The other war that must be fought harder is the war against Russian propaganda.",CNN
kyaALHVnEW8,Mainstream media will not cover the gold star parents yesterday exposing Joe Biden and what really happened to their 13 Fallen Soldiers in Afghanistan! After two years CNN mainstream media says nothing!,CNN
kyaALHVnEW8,"I can't understand why the Americans are sending a few tanks... The Allies really need to get our act together on this. There are more suitable tanks available in Europe with the French and Germans.... Let Europe supply the tanks, USA needs to send A-10's F-16... and HIMARS + ATACMs. What I am saying is that instead of each country supplying a little bit of this and a little bit of that, they need to decide at a higher level who supplies what. Then the Ukraininans will have few types of equipment to learn to operate and support. More than anything right now they need medium range guided missiles, Artilliary, and God Damn Air support.",CNN
kyaALHVnEW8,Ucraine organ harvesting at all time high,CNN
kyaALHVnEW8,You've all been played,CNN
kyaALHVnEW8,The media's mistake was selling lying narratives instead of doing 'sober' journalism.,CNN
kyaALHVnEW8,"If you can’t see that corporations and the US government is puppeteering this whole thing, you really need to get your heads out of your asses take a step back and evaluate the situation from a different perspective.",CNN
kyaALHVnEW8,"Say it with me now: ""STUPID MF DEMOCRATS got us into another ENDLESS WAR.""",CNN
kyaALHVnEW8,You're all suckers,CNN
kyaALHVnEW8,"A Western imperialist country can never support true resistance warfare, their philosophy and mode of fighting is very different. ukraine needs to be trained bay forces like the Houti, and similar-minded forces. the western nato commanders have failed.",CNN
kyaALHVnEW8,"I guess our leaders in Congress and the administration do not realize we taxpayers are tired of paying for forever wars, especially when we have yet to win any of them.  Remember in Vietnam war our leaders said we had to stop the spread of communism.  In reality it was a civil war between north and south Vietnam that cost american military 58,000 lives and hundreds of 1000's injured.  Next our leaders got us into Iraq. Rember, they told us Iraq was making nukes.   Well that was just another lie.  Finally, we left Afghanistan in shambles after 20 years.   And I did no mention the millions of innocent civilians we killed during these conflicts.  Now they want us to believe Ukraine, the most country in europe, is a fledgling democracy we have to support.   Hopefully in 2024 we can vote out some of the warmongers in Congress.",CNN
kyaALHVnEW8,1:20 Tell us more about history's successful operations against trenches reinforced with mines.  Is air support the best way to insure territorial integrity here?  Do they speak Russian or Ukrainian on the opposite side of the mines?  Do the Saudis agree that Russian surrender is the best place to begin peace talks?  Are the citizens of Donetsk okay with cluster bombs since they were dropped in retaliation?  How will that affect arrest talks in The Hague?,CNN
kyaALHVnEW8,"Y'all was gleefully drunk when the drones were attacking Moscow. Well, it's time to sober up. You're being lied to.
#brics.",CNN
kyaALHVnEW8,Republicans need the money to imprison women getting Abortions. Major MIke is he a Republican?,CNN
kyaALHVnEW8,"Abrams tanks and the 20 or so f16s won’t make a difference.  The Ukraine need a few years or combined arms training in order to make a difference, without that they are gonna lose.  They don’t hv the time or manpower.  A peace agreement needs to be made  to end this mess.",CNN
kyaALHVnEW8,Your arrogance will pay off.allow Ukraine to negotiate witha Russia.,CNN
kyaALHVnEW8,"People are getting carried away with the amount of territory captured in miles,km etc. That is a secondary miltary aim. The priority is inflicting huge losses on the enemy in personnel and equipment and the goal is to degrade and erode the enemy's capabilities of waging war. I am tired of hearing of ""western fatigue"" in terms of support of Ukraine. Really? It is the Ukranians that are doing the fighting,killing and more importantly the dying. Luckily for the fledging US nation in its Revolutionary War that countries such as France etc did not complain of fatigue in terms of support.",CNN
kyaALHVnEW8,"Unfortunately I think what Ukraine needs to consider is whether they would prefer additional aide for their military efforts or additional aide for their effort to rebuild and revitalize. Noone has endless resources to throw into a black hole, even if more money helps them win its at the cost of even more land to rebuild and nutrify. So the reality is the cost in either direction now has to be analyzed as a fundamental change in the expectation of lifestyle for the people there. It will now be ""industry"" but what kind of industry? Find a path to a treaty to lose the land but still benefit form its resources and rebuild and use any new money to help wipe away the generational debt of the conflict. When we look at how nations like Germany or Britain are built back up after a conflict it has alot to do with the world's commitment to those entities as pillars. The work to make Ukraine sustainable for people again is not insignificant. Even in the US we have areas we are still trying to bring back in restoration from our own Civil War. If the US had been more damaged from direct conflicts as Ukraine and Russia are, it may not have been able to participate in World War 2 at all. This is the balance for every nation to choose peace or war and when and why. We do not live where infinity is also now, even if we have infinite time and infinite resources -- infinite never means now.",CNN
kyaALHVnEW8,this war was suicidal & still its suicidal! ukraine needa new leadership who can end the proxy war they paid too much for unnecessary war!,CNN
kyaALHVnEW8,"American Taxpayers are being totally bamboozled by their own government.   Foreign proxy wars are an opportunity for politicians to pay back their big donors at taxpayer expense.   There is NO REASON OR BENEFIT for America to support this war, other than Liberal Elite greed.",CNN
kyaALHVnEW8,Russia has manufacturing capabilities equal to the US and a huge logistical advantage. What did you expect to happen eventually?,CNN
kyaALHVnEW8,"Glory to Russia
Slava Rossii",CNN
kyaALHVnEW8,Theifs,CNN
kyaALHVnEW8,Zelensky asked the west to 'close the skies' right from the start. too little too late. using ukraine to deplete russias resources without giving them the full set of tools. its not enough. If the US and NATO want to talk big they have to walk big. Putin wont stop at ukraine. he will carry on to moldova and poland etc after regrouping and taking ukraine. It was obvious that putins plan was top keep ukraine in turmoil to prevent it from joining nato. if me..a man on the street can see that why cant these people in big military jobs see that. completely pathetic,CNN
kyaALHVnEW8,The Abrams tanks will burn just like the other ones !!!,CNN
kyaALHVnEW8,AMERICAN Families lost  loved ones IN AFGHANISTAN.,CNN
kyaALHVnEW8,I just don’t get it… The news outlets here in America keep on saying how great Ukraine is doing and just yesterday told us they have gotten back I/2 of the land back from the Russians. This story is not saying that. I feel we are being lied too so we feel better sending all this money. The word around the campfire is that we have donated more money this year to Ukraine then Russia spends on all their military for the budget year. How is this possible. And we still have a lot of homeless people needed help also. Let’s stop paying for this war.,CNN
kyaALHVnEW8,"Russia has the right to defend itself at all cost.
🇷🇺🚀🚀🚀🚀",CNN
kyaALHVnEW8,"To the individual that have been screaming that the Ukraine is winning, how is that tasting right about now?

Those of us that have been following South Korean, Israel and Australian news sources about massive personnel and equipment losses by the Ukraine were correct.
The Ukrainians has waisted 40% of their man power and 70% of their Western armor reserves for a combined 10 square miles out of 28,757 square miles.occupied by the Russian Federation for a total of .00035 of one percent.

Bing reality has hit!",CNN
kyaALHVnEW8,Russia did nothing wrong. And putin will win,CNN
kyaALHVnEW8,Why no story on the Gold Star family’s and their treasonous treatment by the biden administration?,CNN
kyaALHVnEW8,The war is over you skip the fact that the Ukraine has no registered borders since the Obama/Biden/Clinton/George Soros/CIA/Mossad overthrow of the Ukraine government. NATO is illegally in the Ukraine and stock piled weapons. Big money laundering operation among other things.,CNN
kyaALHVnEW8,They were Ukraine missiles I would bet . Russia is beating them badly 😊,CNN
kyaALHVnEW8,The US government needs to get out of Ukraine and run their country  not Ukraine.,CNN
kyaALHVnEW8,Ukraine will run out of people before Russia runs out of military personnel and thats always been the case.  The US military and the Democrat party didn't give a damn about American citizens in Afghanistan so what makes anybody think they care if Ukrainians die in a war.  Ukraine is being demolished.  Don't listen to this propaganda from CNN.,CNN
kyaALHVnEW8,They need long-range weapons. Not giving them was a major error.,CNN
kyaALHVnEW8,Mess with the bull.....,CNN
kyaALHVnEW8,The best asset Putin has is American Public opinion,CNN
kyaALHVnEW8,"INCREDIBIL 😳
the horrors of the Russians on the Ukrainian front  🙄😵☠️😢😱 https://youtu.be/RnE2DdF4tos",CNN
kyaALHVnEW8,"🤣😂🤣😂because the Ukrainian counter-offensive is taking place at a speed greater than the speed of light, this paradox has materialized: the Ukrainian counter-offensive died before it was born🤣😂😂",CNN
kyaALHVnEW8,"So many people were so wrong abt this funny and ""sobering"" to see msm wake up. Ukraine isn't going to win. Pull out now. Should've done it a year ago.",CNN
kyaALHVnEW8,It's funny how all of a sudden all of you are now neutral or with Russia 🤣😂🤣😂🤣😂🤣😂🤣😂...such sheepies humans are. What's the matter?,CNN
kyaALHVnEW8,"Vietnam, Afghanistan, Iraq, now Ukraine... American money well spent",CNN
kyaALHVnEW8,"SMH. You want a sobering reality? How about the fact that war was set up to make corporate pockets grow, the governments involved are corrupt and should be dealt with properly. The fake news that keeps supporting the war and the senseless deaths happening to civilians on both sides…… anyone who watches enough of Putin, knows he can be worked with if your willing to be honest and respectful. Don’t forget the fact that China is watching this all happen and is chomping at the bit for the first mistake made by anyone so they can take advantage of the situation. We are on the verge of WW3 and you all seem to not give a shit. If it’s allowed to happen, we will all lose.",CNN
kyaALHVnEW8,"They're a sick military, very sick. We all agreed that war would be civil as possible. This missile strike is for no other purpose than to terrorize first responders so the people who they attack are left hopeless and weeping before God Almighty. Those who support Russia are dangerously close to having abandoned humanity and some in their camp have already abandoned Jesus with their cruelty.",CNN
kyaALHVnEW8,"So slow with support, even with the mechanisms we're using.  Russia realizes its advantage with central power and uses it.  I think the media underestimates their production capacity",CNN
kyaALHVnEW8,"Zelensky is a pawn of the corrupt west, and especially Biden. The corrupt west has been infiltrated by and is now controlled by demons of Satan. They are evil. Especially US Democrats.",CNN
kyaALHVnEW8,Boo hoo. It's literally not our war at all. Stop sending my money there.,CNN
kyaALHVnEW8,"I remember CNN and BBC making a mockery of these fortifications ,😂😂, saying Putin is so desperate now he copying Hitler's dragon teeth and the maginol line.i guess the Russians are not dumb.",CNN
kyaALHVnEW8,"I think supporters of Ukraine need a reality check in military terms. It absolutely goes against all military logic and doctrine to lauch such a counteroffensive with no air superiority even at local level. The Russians have constructed the most formidable defence fortifications and elaborate minefields in Europe since WW2. The Russians had time to build these due to the wests procrastination in delivering weapons. All the top Ukranian military wanted to launch a counteroffensive months ago before the Russians dug in and they naively thought they would have F-16 jets and numerous modern tanks. Despite the publicised talk about western tanks to Ukraine in simple military terms they have not had enough numerically. According to some sources only 10% of the Leopard 1 has been delivered. Did people naively think Ukraine was going to launch a counteroffensive and march into the sunset to victory and defeat the bad guys? Ukraine should have had everything it asked for from a bullet to a F-16 Jet. However let's be honest here and state truthfully that NATO does not want this war to end quickly despite the contrary public speeches. They want to see the Russian military and economy to haemorrhage in Ukraine hence the slow process of the delivery of weapons to Ukraine and some they wont supply. Remember the biggest supplier of weapons to Ukraine is Russia due to ""Contraband Of War"" ie what it has captured from the Russians.",CNN
kyaALHVnEW8,WE DONT CARE!!!!,CNN
kyaALHVnEW8,Your liberal neo con world is dying,CNN
kyaALHVnEW8,Ukraine is removing hundreds of Orcs and their equipment from the face of the earth every day. I support them 100%,CNN
kyaALHVnEW8,"This is a watered down version of what realists have been warning of, and they’ve been branded Russian bots.  How much are Americans willing to suffer for Ukraine?",CNN
kyaALHVnEW8,CNN will proly not show you this one -     https://www.youtube.com/watch?v=zOISFYiJgGI   Lets start standing together folks,CNN
kyaALHVnEW8,"Former US President Bill Clinton regrets that he persuaded Ukraine to give up nuclear weapons in 1994. In his opinion, if Kyiv now had a nuclear deterrence force, Russia would not have started an armed conflict. He stated this in an interview with RTE.",CNN
kyaALHVnEW8,"'Stalemate' is the new cope. Russia is counterattacking across the whole front and is about to launch a full scale offensive in the North and probably the South, as soon as Ukraine commits their army to an objective, where they cant redeploy forces to challenge them. Russia has 100,000 - 125,000 uncommitted troops in the Kharkiv AO and 50,000 - 70,000 reserve forces im the Donetsk AO.

Last year Russia was outnumbered 3:1, with inexperienced troops and no defensive fortifications. Now they're at a 1.3:1 advantage, with highly experienced, months trained, newly equipped troops with new capabilities and updated doctrine and massive defensive works throughout the entire theatre, while Ukraine is losing 5000 personnel per week and barely penetrated an insignificant portion of the Russians' first defensive order, in one place. Now, Ukraine is attacking civilian targets out of desperation, for *some* media victories.

Sokay, Victoria Nuland has Africa to destroy now. That should be easier.",CNN
kyaALHVnEW8,This is NOT our war.,CNN
kyaALHVnEW8,Yesterday CNN were saying Russia is out of weapons and troops and there is a coup and Putin is done. Today they are saying Ukraine counteroffensive is a failure. 🤣🤣🤣🤣😂🤣😂🤣😂😂🤣,CNN
kyaALHVnEW8,"CNN starts selling giving up...
The same weakness that allowed Putin to get bolder for 10 years...
All because your dummy bush got you in a country you shouldn't have been in, now americans are tired of war when the real important fight comes...",CNN
